Start Time,End Time,EN,ES,Highlight,Comments
01:24:14:09,01:24:18:21,"and I will wait for my animals to reproduce
to be able to give you","y voy a esperar que mis animales se reproduzcan
para poder darles a ustedes",,
01:24:18:22,01:24:23:24,"the other year of the animals that were born this year
that the goats give birth up to three times,","el otro año de los animales que han nacido este año
que las cabras paren hasta tres veses,",,
01:24:24:10,01:24:28:24,"then they deliver, and then the other
He does not want to destroy him nor does he want him to go to prison.","entonces entregan, y entonces el otro
no lo quiere destruir ni quiere que vaya preso.",,
01:24:28:25,01:24:32:20,"The Wayuú say what good is it to me that my enemy
be imprisoned","Los wayú dicen de qué me sirve que mi enemigo
esté preso",,
01:24:33:02,01:24:35:19,If there they are going to give you free food and free time?,si allá le van a dar comida gratis y tiempo gratis?,,
01:24:35:20,01:24:40:24,"I want him free to work
and pay me.","Yo lo quiero libre para que trabaje
y me pague.",,
01:24:40:25,01:24:46:06,"Then they go to jail,
They see it as something barbaric, uncivilized.","Entonces ellos la cárcel,
la ven como algo bárbaro, incivilizado.",,
01:24:46:23,01:24:49:05,They have to say that prison is an uncivilized place.,Tienen que la cárcel es un lugar incivilizado,,
01:24:49:16,01:24:53:29,"and says because justice is not revenge,
justice is","y dice porque la justicia no es una venganza,
la justicia es",,
01:24:54:12,01:24:57:03,reopen social relations,reabrir relaciones sociales,,
01:24:57:27,01:25:00:14,that were broken by someone's act.,que estaban rotas por el acto de alguien.,,
01:25:01:06,01:25:02:04,Such as a theft.,Sea un hurto.,,
01:25:02:05,01:25:04:25,"Or a homicide, an injury, an offense.","Sea un homicidio, una herida, una ofensa.",,
01:25:05:03,01:25:08:07,"So the Wayuú try to restore
like a fabric.","Entonces los wayú tratan de restaurar
como un tejido.",,
01:25:08:22,01:25:11:28,When I have a hole in a fabric and I pick up a needle,Cuando yo tengo un hueco en una tela y cojo una aguja,,
01:25:12:25,01:25:15:18,"and I darn it again
so that the fabric is the same again.","y lo vuelvo a zurcir
para que la tela vuelva a quedar igual.",,
01:25:15:19,01:25:18:23,"This is Wayuú justice, it is restorative,","Así es la justicia wayú, es restaurativa,",,
01:25:19:02,01:25:22:26,"It is not punitive, it does not emphasize punishment
the penalty.","no es punitiva, no hace énfasis en la pena
el castigo.",,
01:25:22:27,01:25:27:04,"No!  emphasizes restoration
of broken social relationships.","No! , hace énfasis en la restauración
de las relaciones sociales rotas.",,
01:25:27:14,01:25:32:05,"The palabrero handles the rhetoric,
has to be persuasive.","El palabrero maneja la retórica,
tiene que persuadir.",,
01:25:32:16,01:25:38:01,"Their task is to convince and a conflict is settled
when both win.","Su tarea es convencer y un conflicto está arreglado
cuando los dos ganan.",,
01:25:38:26,01:25:41:14,No one can feel bad.,Ningún otro puede sentirse malo.,,
01:25:41:15,01:25:46:01,"If they pay me for a relative's injury,
My prestige remains intact.","Si a mí me pagan la herida de un pariente,
mi prestigio queda intacto.",,
01:25:46:18,01:25:47:21,I have made myself respected.,Me he hecho respetar.,,
01:25:48:20,01:25:49:28,If I pay,Si yo pago,,
01:25:49:29,01:25:55:03,"what a relative did, the other family says,
They know how to pay.","lo que hizo un pariente, dicen los demás familia,
ellos saben pagar.",,
01:25:55:16,01:25:57:09,Their young people can make a mistake.,Sus jóvenes pueden cometer un error.,,
01:25:57:09,01:26:00:27,"But these people have responsible behavior,
Serious.","Pero esa gente tiene una conducta responsable,
seria.",,
01:26:01:06,01:26:02:26,They are good people.,Son gente bien.,,
01:26:02:27,01:26:06:14,"If something happens to me later, to a family member of mine","Si a mí me pasa algo después, a un familiar mío",,
01:26:07:19,01:26:11:04,"It is said that they are going to pay me because I am used to
pay for the faults.","se dice que me van a pagar porque yo acostumbro
pagar las faltas.",,
01:26:11:05,01:26:14:26,"Then I keep a collective resume,
not of the individual, but of the family.","Luego llevo una hoja de vida colectiva,
no del individuo, sino de la familia.",,
01:26:15:10,01:26:19:29,"And that resume
He says if, on the other hand, I don't pay, I don't fix it,","Y esa hoja de vida
dice Si por el contrario, yo no pago, no arreglo,",,
01:26:20:09,01:26:24:11,"I put myself outside the Wayuú law, there is no police,
There are no judges, there is no problem.","yo me pongo fuera de la ley wayú, no hay policía,
no hay jueces, no hay problema.",,
01:26:24:29,01:26:28:03,"But someone more powerful than me comes, runs over me","Pero viene alguien más poderoso que yo, me atropella",,
01:26:28:23,01:26:32:06,"and I try to pay and they tell me, whoever doesn't know how to pay","y yo intento pagar y me dicen, el que no sabe pagar",,
01:26:32:07,01:26:36:12,"should not charge,
because you humiliated a humble indigenous person","no debe cobrar,
porque tú humillaste a un indígena humilde",,
01:26:36:13,01:26:41:17,"long ago, I was a fisherman perhaps
and you ran over him and did nothing.","hace tiempo, que era un pescador quizás
y tú lo atropellaste y no hiciste nada.",,
01:26:41:18,01:26:43:07,Now how do you come to complain?,Ahora cómo vienes a reclamar?,,
01:26:43:08,01:26:46:24,"So I pay to be inside
of the rules of the game of society.","Entonces yo pago para estar dentro
de las reglas de juego de la sociedad.",,
01:26:47:04,01:26:51:02,"I don't need police, nor magistrate, nor judges
Make me pay this.","No necesito policía, ni magistrado, ni jueces
que me obliguen a pagar esto.",,
01:26:51:03,01:26:52:08,I do it voluntarily.,Lo hago de voluntad.,,
01:26:52:09,01:26:52:23,So that?,Para qué?,,
01:26:52:24,01:26:55:16,"to be inside
of the rules of the game of a society.","Para estar dentro
de las reglas de juego de una sociedad.",,
01:26:55:21,01:26:59:19,It's more or less the payment.,Es más o menos el pago.,,
01:26:59:20,01:27:00:13,Very good.,Muy bien.,,
01:27:00:28,01:27:03:02,"But if you want to know more, read my book.",Pero si quieren conocer mas lean mi libro.,,
01:27:03:08,01:27:04:27,"Yes, yes, of course.","Sí, sí, claro.",,
01:27:04:28,01:27:06:02,The dispute and the word.,La disputa y la palabra.,,
01:27:06:02,01:27:08:03,The law in Wayuú society.,La ley en la sociedad wayú.,,
01:27:08:04,01:27:10:13,"Yes, of course.","Sí, claro.",,
01:27:10:15,01:27:13:07,I do not know if. I have it on hand.,Yo no sé si. Lo tengo a mano.,,
01:27:15:00,01:27:16:12,I don't know if I have it here.,No sé si aquí lo tengo.,,
01:27:16:12,01:27:24:19,"Sometimes one doesn't, I don't know,","A veces uno no, no sé,",,
01:27:25:10,01:27:31:11,I have one of those...,tengo uno de esos …,,
01:27:39:07,01:27:41:25,is this!,es este!,,
01:27:42:04,01:27:44:05,"Ah, yes, yes, yes, yes,","Ah, sí, sí, sí, sí,",,
01:27:44:21,01:27:45:17,"yes, that's it.","sí, ese es.",,
01:27:45:17,01:27:48:18,And these are the palabreros. Here are the pictures.,Y estos son los palabreros. Aquí están las fotos.,,
01:27:48:28,01:27:50:16,"This old man, this book of my son's","Esta viejito, este libro de mi hijo",,
01:27:50:16,01:27:55:20,"These are the palabreros, look at them","Estos son los palabreros, miralos",,
01:27:56:23,01:27:58:09,the wayuú palabreros.,los palabreros wayú.,,
01:27:58:27,01:28:02:01,"That generation that I filmed, most of them have already died.","Esa generación que yo filme, ya la mayoría han muerto.",,
01:28:02:27,01:28:07:04,I photographed it with a friend in 1998.,Yo la fotografié con un amigo en el año 1998.,,
01:28:07:05,01:28:10:04,"99, my idol, old Isidro.","99, mi ídolo, el viejo Isidro.",,
01:28:10:05,01:28:10:23,Very good,Muy buen,,
01:28:10:23,01:28:13:17,"Palabrero, Gómez died two years ago.","Palabrero, fecha y Gómez murió hace dos años.",,
01:28:13:23,01:28:15:13,Or three years.,O tres años.,,
01:28:15:14,01:28:18:04,"This my friend Angel Amaya,
The greatest of all.","Este mi compadre Angel Malla,
el más grande de todos.",,
01:28:18:13,01:28:20:26,Yeah. They are going to release him now.,si. Lo van a sacar ahora y ya va a Cumplir.,,
01:28:21:17,01:28:24:19,"His years of dead next year in a few days,
and then they are going to take it out.","Sus años de muerto el año entrante en unos días,
y entonces lo van a sacar.",,
01:28:24:20,01:28:27:09,"This was my great friend,
that was my trusted palabrero","Este fue mi gran amigo,
ese era mi palabrero de confianza",,
01:28:27:10,01:28:31:17,"because I was Secretary of Indigenous Affairs
and he was my right hand.","porque yo era secretario de Asuntos Indígenas
y él era mi mano derecha.",,
01:28:32:03,01:28:35:27,"I solved the problems with him
through him, we","Yo arreglaba los problemas con él
a través de él, nosotros",,
01:28:35:28,01:28:38:13,"we met and, we worked.","nos reuníamos intactos, trabajábamos.",,
01:28:38:14,01:28:41:11,"This was my uncle Guillermo Estrada,
a great palabrero.","Este era mi tío Guillermo Estrada,
un gran palabrero.",,
01:28:42:09,01:28:44:18,This Néstor Polanco lived in Uribia and,Este Néstor Polanco vivía en Uribia y,,
01:28:45:21,01:28:47:26,"another very famous palabrero,","otro palabrero muy famoso,",,
01:28:47:27,01:28:51:06,"This is the old xxx, a good talker.","este el viejo xxx, un buen palabrero.",,
01:28:51:19,01:28:54:09,"This one still lives, he lives.","Este vive todavía, vive.",,
01:28:54:10,01:28:56:14,The only one who lives is called Ismael Parra,El único que vive se llama Ismael Pana,,
01:28:56:15,01:29:00:05,He is very old now and taught me many things.,Está muy mayor ya y me enseñó muchas cosas.,,
01:29:00:16,01:29:02:11,He died Saraucana.,Él murió Saraucana.,,
01:29:02:12,01:29:04:27,"This one did live, this is my cousin.","Este sí vivió, este es mi primo.",,
01:29:04:28,01:29:06:12,And he lives.,Y él vive.,,
01:29:06:12,01:29:09:19,"He is Carlos Curbelo, but he is not a palabrero,
he has been in conflicts.","El es Carlos Curbelo, pero él no es palabrero,
él ha estado en conflictos.",,
01:29:09:20,01:29:11:28,I put him in because he knows a lot about war.,Lo metí porque conoce mucho la guerra.,,
01:29:11:29,01:29:12:15,He died.,Él murió.,,
01:29:12:15,01:29:16:04,King Said Juana.,El rey Said Juana.,,
01:29:16:05,01:29:18:18,This is the cane that too.,Este es el bastón que también.,,
01:29:18:25,01:29:20:10,There is another because there are many varieties.,Hay otro porque hay mucha variedades.,,
01:29:20:10,01:29:22:08,Not everyone has this.,No todos tienen esto.,,
01:29:22:09,01:29:26:28,That bird could be a simple stick with nothing.,Ese pájaro puede ser un simple bastón sin nada.,,
01:29:26:29,01:29:28:01,This is my friend Ángel.,Este es mi compadre Ángel.,,
01:29:28:01,01:29:29:22,These are paid collars.,Estos son collares de pago.,,
01:29:29:23,01:29:32:07,Look it here.,Míralo aquí.,,
01:29:32:08,01:29:35:28,A conflict has two solutions.,Un conflicto tiene dos salidas.,,
01:29:35:29,01:29:41:28,"Either the war that the staff represents or peace
which represents the necklace.","O la guerra que representa el bastón o la paz
que representa el collar.",,
01:29:42:02,01:29:46:26,"That is, human beings always face a dispute
between groups, we go for dialogue,","O sea, siempre los seres humanos ante una disputa
entre grupos, nos vamos por el diálogo,",,
01:29:47:12,01:29:49:27,peace or we go down that hard path.,la paz o nos vamos por ese camino duro.,,
01:29:50:13,01:29:54:10,"Then look, the photo is very beautiful.",Entonces mira que la foto es hermosísima.,,
01:29:54:11,01:29:56:28,The picture is beautiful and that’s my pal,La foto es hermosa y ese es mi compadre,,
01:29:57:18,01:29:59:07,"He was a wise man, he was a wise man.","Era un sabio, era un sabio.",,
01:29:59:07,01:30:02:04,I talked to him for hours and hours and he told me so many,Hablé con él horas de horas y él me contaba tantas,,
01:30:02:05,01:30:03:15,things and me,Cosas y me,,
01:30:03:15,01:30:06:06,"He explained stories about him, settling conflicts.","Explicaba historias de él, arreglando conflictos.",,
01:30:06:07,01:30:08:10,"Difficulties, everything he","Dificultades, todo lo que él",,
01:30:08:28,01:30:13:15,"He lived, how hard it was for him to fix something
and how he finally solved it.","Vivía, cómo le costaba arreglar algo
y cómo al fin lo resolvía.",,
01:30:14:18,01:30:17:24,"These are the payment collars, he is there.","Estos son los collares de pago, él está allí.",,
01:30:17:25,01:30:22:17,"The palabrero must know the value of the necklaces,
because with this you reach the","El palabrero debe saber el valor de los collares,
porque con esto es que se llega a los",,
01:30:22:18,01:30:24:12,"agreements, then.","acuerdos, entonces.",,
01:30:24:13,01:30:26:14,There are necklaces that are made of sea coral.,Hay collares que son de coral marino.,,
01:30:27:03,01:30:29:16,Or gold corals.,O corales de oro.,,
01:30:29:17,01:30:32:07,"Basically, archaeological accounts.","Dile tú, cuentas arqueológicas.",,
01:30:32:08,01:30:33:08,So,Entonces,,
01:30:33:09,01:30:35:13,This is her daughter getting ready there on a table.,Esta es su hija arreglandose ahí en una mesa.,,
01:30:35:14,01:30:39:20,"This is how they arrange themselves when there is going to be a payment, they get
and the necklaces are displayed so that the other party","Así se arreglan cuando va a haber un pago, se ponen
y se exhiben los collares para que la otra parte",,
01:30:39:21,01:30:43:25,"see them and examine if they are happy,
if you are getting a good necklace,","los vea y examinen si está contenta,
si está recibiendo un buen collar,",,
01:30:44:13,01:30:47:15,You can reject some or accept others or all of that.,puede rechazar unos o aceptar otros o todo eso.,,
01:30:47:21,01:30:49:05,Or ask for a specific one?,O pedir uno específico?,,
01:30:49:05,01:30:53:24,"If you don't want such a necklace,
then they look for it and bring it,","Si no quiere un collar de este tipo,
entonces lo buscan y lo traen,",,
01:30:53:25,01:30:57:26,"and this is what women keep
so when there are wars in the family to be able to pay.","y esto lo guardan las mujeres
para cuando haya guerras en la familia poder pagar.",,
01:30:58:18,01:31:01:15,Generally women guard them. Yeah,Generalmente las mujeres los custodian. Si,,
01:31:04:00,01:31:04:28,is that it?,es esa?,,
01:31:05:00,01:31:07:07,that's the bird,ese es el pajaro,,
01:31:08:11,01:31:10:16,"the first palabrero, the one that brings Utta.","el primer palabrero, ese que trae xxx.",,
01:31:11:19,01:31:13:20,innelus ruficollis,xxx,,
01:31:13:21,01:31:17:18,It is called in Latin innelus ruficollis .,se llama en latín y nelu Ruficollis.,,
01:31:17:19,01:31:18:17,"Yes, and there is another.","Sí, y hay otro.",,
01:31:18:17,01:31:22:11,Even he has a necklace here on his chest.,Incluso él tiene un collar aquí en el pecho.,,
01:31:23:04,01:31:25:09,Because when he,Porque cuando él,,
01:31:25:12,01:31:30:12,"Mareiwa one of the great Wayuú beings, an instructor,
A mythical figure told him, I want","Mareiwa uno de los grandes seres wayú, un ordenador,
una figura mítica le dijo, yo quiero.",,
01:31:30:13,01:31:34:11,"You to give the humans
the laws to live in society.","que me les dés a los humanos
las leyes para vivir en sociedad.",,
01:31:34:23,01:31:38:07,He retired to the mountain and brought the laws.,Él se retiró al monte y trajo las leyes.,,
01:31:38:19,01:31:39:15,And Mareiwa,Y a Mareiwa,,
01:31:39:15,01:31:42:27,"liked it and told him
I'm going to reward you with two things, a necklace,","Le gustó y le dijo
Te voy a premiar con dos cosas un collar,",,
01:31:43:07,01:31:47:02,"because you did your job very well
and the gift of good humor.","porque hiciste muy bien tu trabajo
y el don del buen humor.",,
01:31:47:03,01:31:49:26,The bird's song sounds like human laughter.,El canto del pájaro parece una risa humana.,,
01:31:50:10,01:31:54:07,"You feel it like
laughing, when he is around it is like a laugh.","Tú lo sientes
reír, cuando él está cerca es como una risa.",,
01:31:54:15,01:31:59:16,"And then, because these beings consider that
The best gift for a human being is good humor.","Y entonces, porque estos seres consideran que
el mejor regalo para un ser humano es el buen humor.",,
01:32:00:20,01:32:01:13,Keep a.,Mantener una.,,
01:32:01:13,01:32:03:20,Attitude.,Actitud.,,
01:32:03:21,01:32:05:12,This is a tree,Este es un árbol,,
01:32:05:13,01:32:08:06,"Trupillo?
Let me see. It could be a trick.","Truquillo ?
Déjame ver. Podría ser un truquillo.",,
01:32:08:07,01:32:09:27,"Yes, I think so.","Si, creo que.",,
01:32:09:28,01:32:13:08,"A little trick, which is very good.","Un truquillo, que es muy bueno.",,
01:32:14:14,01:32:16:15,Each tree is a story among the Wayuú,Cada árbol es una historia entre los wayú,,
01:32:16:16,01:32:19:19,That's why it's good to know what it is. What tree is it?,Por eso es bueno saber que es. Qué árbol es?,,
01:32:23:25,01:32:26:06,"And here are interviews that I did with him,","Y aquí hay entrevistas que yo le hice,",,
01:32:26:07,01:32:28:22,In addition to the analysis that I did as an anthropologist.,Además del análisis que yo hice como antropólogo.,,
01:32:28:23,01:32:30:08,Of the whole topic.,De todo el tema.,,
01:32:30:09,01:32:34:20,"I felt that I was facing a generation
of beings that were going to leave","Yo sentí que estaba ante una generación
de seres que se iban a ir",,
01:32:35:16,01:32:40:09,"and I interviewed them and made an annex of interviews,
where I asked them and they","y los entrevisté y les hice un anexo de entrevistas,
en donde yo les preguntaba y me",,
01:32:40:10,01:32:41:18,They answered.,Contestaban.,,
01:32:42:17,01:32:45:16,"Well, that's my book about the sea,","Bueno, ese es mi libro sobre el mar,",,
01:32:45:18,01:32:48:23,"I worked with Wayuú fishermen,
the fishing theme,","yo trabaje con pescadores wayú,
el tema de la pesca,",,
01:32:49:23,01:32:53:11,"the animals, the seascape,
because there is a landscape at the bottom of the","los animales, el paisaje marino,
porque hay un paisaje en el fondo del",,
01:32:53:12,01:32:56:03,Sea and then the Wayuú classify them.,Mar y entonces los wayú los clasifican.,,
01:32:56:04,01:32:57:16,They have their knowledge.,Ellos tienen su conocimiento.,,
01:32:57:17,01:33:00:22,"Of the winds, as the winds are.","De los vientos, como son los vientos.",,
01:33:01:04,01:33:04:25,The Archaeological Museum of Aruba published that to me.,Eso me lo publicó el Museo Arqueológico de Aruba.,,
