Start Time,End Time,EN,HI,Highlight,Comments,Speaker,Interview
"00:03:05,762","00:03:13,942","The rest he had no need, no need, he is the master of all three times and can do whatever he wants with himself.","बाकी उनको कोई जरूरत नहीं थी, कोई आवश्यकता नहीं थी, वो तीनों काल के मालिक हैं और वो जो भी चाहें स्वयं से कर सकते हैं",,,sadhu 2,sadhu 2
"00:03:15,635","00:03:16,328",are you understanding,समझ रहे हैं,,,sadhu 2,sadhu 2
"00:03:16,601","00:03:22,028",And no one in this entire world has gone like Harishchandra did.,और इस पूरे विश्व में ऐसे कोई नहीं नहीं गया जैसे हरिश्चंद्र गए,,,sadhu 2,sadhu 2
"00:03:23,388","00:03:29,801","He left with his own body, no one has ever left like this before.","अपने तन से गया, ऐसे कोई यहाँ से आज तक गया नहीं",,,sadhu 2,sadhu 2
"00:03:30,398","00:03:35,798","He definitely came with his body, but did not go, he too left his body here only","आया जरूर था अपना तन लेकर, लेकिन गया नहीं, अपना तन भी यहीं छोड़ गया",,,sadhu 2,sadhu 2
"00:03:36,355","00:03:41,181","This is the biggest specialty of Kashi
Interviewer: How is Kashi now?","ये सबसे बड़ी काशी की खासियत है
interviewer: अभी कैसा हो गया काशी",,,sadhu 2,sadhu 2
"00:03:41,528","00:03:52,821","Now see, if the government doesn't do anything then nothing will happen, if you don't get some fun then you won't even appreciate that place.","अब तो देखिए अगर सरकार न करे तो कुछ हो भी नहीं, आपको अगर कुछ मौज मस्ती नहीं मिलेगी तो आप उस जगह की कदर भी नहीं करेंगे",,,sadhu 2,sadhu 2
"00:03:53,099","00:04:05,089","Just because of that thing, the whole atmosphere started changing, then when all the fun and enjoyment was within the limit, everything was fine, now when it started exceeding the limit, it started going out of control.","बस उसी चीज़ से पूरा वातावरण बदलने लगा, तो जब साड़ी मौज मस्तियाँ लिमिट में थी तो सब सही था अब लिमिट से ज्यादा होने लगी तो कब्ज़े से बाहर होने लगा",,,sadhu 2,sadhu 2
"00:04:06,809","00:04:15,049","And this is bound to happen, the work that works with limits then starts moving a little more towards working without limits.","और ये तो होना ही है, जो लिमिट वाला काम चलता है फिर वो बिना लिमिट के चलने की तरफ कुछ ज्यादा ही चलने लगता है",,,sadhu 2,sadhu 2
"00:04:15,357","00:04:25,257","But he has told all these things, we have spoiled it ourselves, we will correct it ourselves, we will do everything ourselves.","लेकिन ये सारी चीज़ें उसने बताई हैं, हमने खुद ही बिगाड़ा है हम खुद ही सही करेंगे, सब कुछ स्वयं करेंगे",,,sadhu 2,sadhu 2
"00:04:26,412","00:04:30,639","Now they won't do anything here, we you have to do all the work.","अब यहाँ वो कुछ नहीं करेंगे, हमको आपको ही सारा काम करना है",,,sadhu 2,sadhu 2
"00:04:30,664","00:04:35,873",Your good deeds and sins will also be done by our hands.,हमारे ही हाथ से आपका पुण्य भी होगा और पाप भी होगा,,,sadhu 2,sadhu 2
"00:04:35,983","00:04:44,043",Look at this wealth. The environment from which wealth comes to your house is the same environment from which your family is created.,"ये धन देखिए जिस वातावरण से आपके घर में धन आता है, उसी वातावरण से आपके परिवार की श्रृष्टि होती है",,,sadhu 2,sadhu 2
"00:04:44,734","00:04:46,474",he also runs the same way,उसी तरह वो भी भागता है,,,sadhu 2,sadhu 2
"00:04:48,547","00:04:55,797","You see whether it is small or big, if it is less somewhere then it is in the direction of less.","आप देख लीजिये चाहे छोटे से चाहे बड़े से, अगर कहीं कम है तो कम की तरफ वाली रफ़्तार में है",,,sadhu 2,sadhu 2
"00:04:55,822","00:05:05,862","But the way it is going, it was not like this earlier, earlier people did not see what the person on our side was eating.","लेकिन देखा देखि जिस हिसाब से चल रही है, पहले ऐसा नहीं था, पहले लोग ये नहीं देखते थे कि हमारे साइड वाला क्या खा रहा है",,,sadhu 2,sadhu 2
"00:05:06,242","00:05:09,436","If he's eating this thing, we need this thing","अगर वो ये चीज़ खा रहा है, तो हमको ये चीज़ चाहिए",,,sadhu 2,sadhu 2
