,Start Time,End Time,EN,ES,Highlight,Comments,Interview
1684,00:08:47:07,00:08:48:10,Yes. What is the payment?,Sí. ¿Cuál es el pago?,,,Magalys electrico
1685,00:08:48:10,00:08:52:21,"It's $5,000 pesos a month for maintenance.",Son $5.000 mensuales para mantenimiento.,,,Magalys electrico
1686,00:08:53:14,00:08:58:04,"If, for example, that battery or this one finished its cycle,","Si por ejemplo esa batería o ésta terminó su ciclo,",,,Magalys electrico
1687,00:08:58:16,00:09:01:15,"With that cash, with that money,","de esa plata, de ese dinero,",,,Magalys electrico
1688,00:09:01:23,00:09:04:09,"I can buy the battery,","puedo comprar la batería,",,,Magalys electrico
1689,00:09:04:09,00:09:06:23,Go back and turn on the lamp again.,volver y prende otra vez la lámpara.,,,Magalys electrico
1690,00:09:09:10,00:09:12:16,But if the community does not collaborate,Pero si la comunidad no colabora,,,Magalys electrico
1691,00:09:13:19,00:09:16:19,"with the payment, which is $5,000 pesos per month.","con el pago, que son $5.000 mensuales.",,,Magalys electrico
1692,00:09:17:12,00:09:20:16,I have told them they can kill a goat and,Yo le he dicho puede matar un chivo y pesan,,,Magalys electrico
1693,00:09:20:16,00:09:25:02,"That goat makes $60,000 a year.",ese chivo saca los $60.000 al año.,,,Magalys electrico
1694,00:09:25:21,00:09:28:21,"Yes, it's nothing.","Si, no es nada.",,,Magalys electrico
1695,00:09:31:02,00:09:35:00,"But they don't have the money for that, or they don't want to pay?",¿Pero no tienen dinero para eso o no quieren pagar?,,,Magalys electrico
1696,00:09:35:04,00:09:38:18,"No, they do have.","No, si tienen.",,,Magalys electrico
1697,00:09:40:06,00:09:42:21,"But, with just a goat,","Pero es que, con un chivo,",,,Magalys electrico
1698,00:09:42:21,00:09:44:22,"one goes and sells that goat,","uno y va vende ese chivo,",,,Magalys electrico
1699,00:09:44:22,00:09:49:00,"And it’s 60, annually, it’s 60","Y es que son 60, sacan anual, son 60",,,Magalys electrico
1700,00:09:51:03,00:09:52:17,is that worth it?,¿chivos vale eso?,,,Magalys electrico
1701,00:09:52:17,00:09:54:12,"Of course, or even more.","Claro, pasa más.",,,Magalys electrico
1702,00:09:54:12,00:09:57:09,"and let's say,","y digamos,",,,Magalys electrico
1703,00:09:57:09,00:09:59:15,"how to give them the importance,","¿cómo darles la importancia,",,,Magalys electrico
1704,00:09:59:15,00:10:01:09,"that is, make them realize the importance","o sea, hacerles caer en cuenta de la importancia",,,Magalys electrico
1705,00:10:01:09,00:10:02:12,of electricity?,de la electricidad?,,,Magalys electrico
1706,00:10:02:12,00:10:04:20,"Right now they are suffering,
They are?","Ahorita lo están sufriendo,
¿Sí?",,,Magalys electrico
1707,00:10:04:20,00:10:07:17,"Yes, they are feeling the suffering","Sí, ellos están sintiendo el sufrimiento",,,Magalys electrico
1708,00:10:07:17,00:10:10:17,because everyone is off.,porque todos están apagados.,,,Magalys electrico
1709,00:10:11:04,00:10:11:14,Sure thing.,Ajá.,,,Magalys electrico
1710,00:10:11:14,00:10:14:14,"So how to give importance?, come back,","Entonces, cómo darle importancia, volver,",,,Magalys electrico
1711,00:10:16:04,00:10:17:17,re-electrify.,volver a electrificar.,,,Magalys electrico
1712,00:10:17:17,00:10:20:23,"oh well, fix this again","ósea, volver a reparar esto",,,Magalys electrico
1713,00:10:22:06,00:10:25:10,turn it back on and new batteries.,que vuelva a prender y baterías nuevas.,,,Magalys electrico
1714,00:10:27:00,00:10:29:05,"But here’s a thing,","Pero eso sí,",,,Magalys electrico
1715,00:10:29:05,00:10:31:08,pay for a year in,que pague un año,,,Magalys electrico
1716,00:10:31:08,00:10:33:08,"advanced, with that money","adelantado, con ese dinero",,,Magalys electrico
1717,00:10:33:08,00:10:35:05,that which is going to be deposited in a bank.,ese que se va a depositar en un banco.,,,Magalys electrico
1718,00:10:35:05,00:10:37:13,"It's not for me,","No es para mí,",,,Magalys electrico
1719,00:10:37:13,00:10:39:20,"It's for the committee, because there is a committee.","es para el comité, porque hay un comité.",,,Magalys electrico
1720,00:10:39:20,00:10:42:20,"I have an association called Azoperro,","Yo tengo una asociación que se llama Azoperro,",,,Magalys electrico
1721,00:10:45:06,00:10:46:10,I have the association.,tengo la asociación.,,,Magalys electrico
1722,00:10:46:10,00:10:48:16,And with that association the money is managed?,¿En esa asociación se va administrando?,,,Magalys electrico
1723,00:10:48:16,00:10:51:16,"It is managed, the money is put in","Se va administrando, se va poniendo el dinero",,,Magalys electrico
1724,00:10:52:12,00:10:55:12,which is maintenance and which is not for me.,que es de mantenimiento y que no es para mí.,,,Magalys electrico
1725,00:10:56:11,00:10:58:16,"And let's say, I see that you have there","Y digamos, ¿veo que tú tienes ahí",,,Magalys electrico
1726,00:10:59:21,00:11:01:08,television?,televisión?,,,Magalys electrico
1727,00:11:01:08,00:11:04:07,"Before it turned on.
Did it turn on before?","Antes prendía.
¿Antes prendía?",,,Magalys electrico
1728,00:11:04:15,00:11:07:20,"It had Direct TV, it had wi -fi","Tenía Direct TV, tenía wi-fi",,,Magalys electrico
1729,00:11:09:12,00:11:11:11,"Also my battery is already dead,","también mi batería ya está muerta,",,,Magalys electrico
1730,00:11:11:11,00:11:14:11,"but I think and think about it a lot,","pero yo pienso y lo pienso mucho,",,,Magalys electrico
1731,00:11:14:19,00:11:17:19,"I have to replace it,","que lo tengo que reponer,",,,Magalys electrico
1732,00:11:18:07,00:11:19:12,I'm going to replace it.,lo voy a reponer.,,,Magalys electrico
1733,00:11:19:12,00:11:21:04,and where do you get the materials for that?,¿y dónde consigues los materiales para eso?,,,Magalys electrico
1734,00:11:21:04,00:11:23:02,"There, there","Allá, allá",,,Magalys electrico
1735,00:11:23:02,00:11:25:05,It is also sold in Uribia.,en Uribia también se vende.,,,Magalys electrico
1736,00:11:25:05,00:11:28:13,"That's worth it, it's worth like every battery from that big one","Eso vale, está valiendo como cada batería de esa grande",,,Magalys electrico
1737,00:11:28:13,00:11:31:13,It's costing like a million pesos.,está costando como un millón de pesos.,,,Magalys electrico
1738,00:11:31:19,00:11:34:19,"Umm , yes a million pesos.","Umm, si un millón de pesos.",,,Magalys electrico
1739,00:11:35:10,00:11:37:18,There are three large batteries,Son tres baterías grandes,,,Magalys electrico
1740,00:11:37:18,00:11:41:03,"so that I can turn my workshop back on, because sometimes","para que vuelva a prender mi taller, porque también a veces",,,Magalys electrico
1741,00:11:41:07,00:11:44:07,"I start to repair,","me pongo a reparar,",,,Magalys electrico
1742,00:11:44:18,00:11:46:07,I concentrate.,me concentro.,,,Magalys electrico
1743,00:11:46:07,00:11:51:07,"Yes, I have, I don't like knitting, I don't like knitting.","Si yo tengo, no me gusta tejido, no me gusta tejer. Tejido",,,Magalys electrico
1744,00:11:51:07,00:11:53:14,"I don't like it, I don't have patience.","no me gusta, no tengo paciencia.",,,Magalys electrico
1745,00:11:53:14,00:11:55:15,Do you love electronics?,¿La electrónica te encanta?,,,Magalys electrico
1746,00:11:55:15,00:11:57:12,"It's the one I like the most, it entertains me.","Es la que más me gusta, me entretiene.",,,Magalys electrico
1747,00:11:57:12,00:12:00:12,"Yes, yes, I like it better.","Sí, sí, me gusta más.",,,Magalys electrico
1748,00:12:01:00,00:12:03:20,"Let's say, a project, but it's not like","Digamos, un proyecto, pero que no sea como",,,Magalys electrico
1749,00:12:03:20,00:12:04:18,"individual, but","individual, sino",,,Magalys electrico
1750,00:12:06:13,00:12:08:09,"solar panels, but much bigger","paneles solares, pero mucho más grandes",,,Magalys electrico
1751,00:12:08:09,00:12:10:09,to electrify,para que electrifiquen,,,Magalys electrico
1752,00:12:10:09,00:12:14:02,"everything, is that something you have thought about, thinking about how to make it bigger?","todo, ¿Es algo que han pensado, pensar como agrandarlo?",,,Magalys electrico
1753,00:12:14:02,00:12:15:16,"Not like each house has its own,","No como que cada casa tenga el suyo,",,,Magalys electrico
1754,00:12:15:16,00:12:19:04,but to enlarge the project and make it like one?,sino agrandar el proyecto y que sea como uno?,,,Magalys electrico
1755,00:12:19:08,00:12:22:08,"They have done census here, they say...","Aquí han hecho censo, dicen…",,,Magalys electrico
1756,00:12:22:17,00:12:25:05,that they are going to electrify,que van a electrificar,,,Magalys electrico
1757,00:12:25:05,00:12:28:05,"the entire Upper guajira with large solar panels,","toda la alta guajira con paneles solares grandes,",,,Magalys electrico
1758,00:12:29:04,00:12:33:03,"to turn on a refrigerator, I don't know, but that takes a while.","que prenda una nevera que no sé, pero tiene rato eso.",,,Magalys electrico
1759,00:12:33:03,00:12:36:03,That's what I'm waiting for. Hopefully.,Eso estoy esperando. Ojalá.,,,Magalys electrico
1760,00:12:36:12,00:12:39:12,You can lead the project.,Tú puedes liderar el proyecto.,,,Magalys electrico
1761,00:12:39:16,00:12:41:11,"Yes, that's what they told me,","Sí, eso es lo que me han dicho,",,,Magalys electrico
1762,00:12:41:11,00:12:44:11,but I don't know how to wait.,pero no sé toca esperar.,,,Magalys electrico
1763,00:12:44:14,00:12:47:14,"The companies that are here, Helios.",Las empresas que están aquí Elios.,,,Magalys electrico
1764,00:12:50:09,00:12:51:05,Tell us a little more,Cuéntanos un poco más,,,Magalys electrico
1765,00:12:51:05,00:12:54:05,from the school they want to open,de la escuela que quieren abrir,,,Magalys electrico
1766,00:12:54:07,00:12:56:17,where they want you to be a teacher.,donde quieren que tu seas profesora.,,,Magalys electrico
1767,00:12:56:17,00:12:57:19,What is it about?,¿De qué se trata?,,,Magalys electrico
1768,00:12:57:19,00:13:00:19,That's there in Cabo de la Vela.,Eso es allá en Cabo de la Vela.,,,Magalys electrico
1769,00:13:01:03,00:13:03:05,Well they want to do,"Bueno, ellos quieren hacer",,,Magalys electrico
1770,00:13:03:05,00:13:05:17,"that project there like in India,","ese proyecto allá como en la India,",,,Magalys electrico
1771,00:13:05:17,00:13:08:13,that women learn to,que las mujeres aprendan a,,,Magalys electrico
1772,00:13:08:13,00:13:13:12,"repair their own equipment for maintenance,","reparar sus propios equipos para el mantenimiento,",,,Magalys electrico
1773,00:13:13:12,00:13:16:06,because it is going to be electrified,porque se le va a electrificar,,,Magalys electrico
1774,00:13:16:06,00:13:19:06,in that area due to the wind zone.,en esa zona por la zona eólica.,,,Magalys electrico
1775,00:13:19:06,00:13:21:12,That's what I understand.,Eso es lo que yo tengo entendido.,,,Magalys electrico
1776,00:13:21:12,00:13:23:13,They told me like this.,Ellos me dijeron así.,,,Magalys electrico
1777,00:13:23:13,00:13:26:22,So they are going to hire me to teach. “This name?”,Entonces ellos me van a contratar para yo enseñar.,,,Magalys electrico
1778,00:13:33:00,00:13:36:11,"I don't know if they are going to bring the material from India, I don't know,","No sé si el material lo van a traer de la India, no sé,",,,Magalys electrico
1779,00:13:36:23,00:13:38:08,"Until now, I don’t.",hasta la fecha no.,,,Magalys electrico
1780,00:13:38:08,00:13:42:02,But is it in association with them or do they want to do it separately?,¿Pero es en asociación con ellos o a parte la quieren hacer?,,,Magalys electrico
1781,00:13:42:13,00:13:45:13,"Apart, yes apart.","Aparte, sí aparte.",,,Magalys electrico
1782,00:13:46:06,00:13:47:10,"They are on it,","Están en eso,",,,Magalys electrico
1783,00:13:47:10,00:13:50:10,They are already communicating with the school.,ellos ya se están comunicando con la escuela,,,Magalys electrico
1784,00:13:52:10,00:13:55:08,and they are going to bring a teacher from India,y van a traer un profe de la India,,,Magalys electrico
1785,00:13:55:08,00:13:59:07,"In order to reinforce.
Sure to reinforce.","Para, para, ósea para reforzar.
Claro para reforzar.",,,Magalys electrico
1786,00:13:59:09,00:14:00:15,Yeah,Si,,,Magalys electrico
1787,00:14:00:15,00:14:02:22,"and let's say there are no initiatives for that here,","¿y digamos aquí no hay iniciativas de eso,",,,Magalys electrico
1788,00:14:02:22,00:14:05:22,"I mean, like he's a teacher from here?","ósea, como que sea profe de acá?",,,Magalys electrico
1789,00:14:06:09,00:14:09:10,"I don't know, I think so, of course, there must be,","No sé, creo que sí, claro, debe haber,",,,Magalys electrico
1790,00:14:10:09,00:14:12:14,but they want to bring it like in India.,pero ellos quieren traer como en la India.,,,Magalys electrico
1791,00:14:12:14,00:14:14:12,Because do they learn like this,Como aprenden así,,,Magalys electrico
1792,00:14:14:12,00:14:17:12,"illiterate, semi-literate.","analfabetos, semianalfabetos.",,,Magalys electrico
1793,00:14:17:17,00:14:20:23,It is a strategy that they have to,Es una estrategia que ellos tienen para,,,Magalys electrico
1794,00:14:21:15,00:14:24:15,learn.,aprender.,,,Magalys electrico
1795,00:14:27:09,00:14:28:23,Are you,¿Ustedes son,,,Magalys electrico
1796,00:14:28:23,00:14:32:05,an electrical engineer?,una ingeniera eléctrica?,,,Magalys electrico
1797,00:14:33:01,00:14:34:12,We set this up there.,Esto lo armamos nosotros.,,,Magalys electrico
1798,00:14:35:13,00:14:36:13,It's very impressive.,Es muy impresionante.,,,Magalys electrico
1799,00:14:36:13,00:14:39:14,"I don't know about that, it seems very complicated.",Yo no sé de eso se ve muy complicado.,,,Magalys electrico
1800,00:14:39:15,00:14:40:12,Me too.,Yo también.,,,Magalys electrico
1801,00:14:40:12,00:14:43:12,"I said on the plane, what am I going to know about mathematics?",Yo decía en el avión ¿qué voy a saber de matemáticas?,,,Magalys electrico
1802,00:14:43:13,00:14:44:16,I did not know anything.,No sabía nada.,,,Magalys electrico
1803,00:14:44:16,00:14:46:07,But you learned to weld and everything.,Pero aprendiste a soldar y todo.,,,Magalys electrico
1804,00:14:46:07,00:14:47:13,Yes of course.,"Sí, claro.",,,Magalys electrico
1805,00:14:47:13,00:14:50:12,"Here I do it, easily.",Aquí yo tranquilamente.,,,Magalys electrico
1806,00:14:50:12,00:14:51:04,I weld.,Yo solo.,,,Magalys electrico
1807,00:14:51:04,00:14:52:18,I grab here and there.,Ya agarro eso.,,,Magalys electrico
1808,00:14:52:18,00:14:53:00,This,Esto,,,Magalys electrico
1809,00:14:53:00,00:14:56:00,So,así,,,Magalys electrico
1810,00:14:56:00,00:14:59:15,I have practiced that already.,"ya soy práctica en esto, pulso.",,,Magalys electrico
1811,00:14:59:19,00:15:01:00,"and do you have the iron, the solder?","¿y tienes el estaño, la soldadura?",,,Magalys electrico
1812,00:15:01:00,00:15:03:09,"I have everything, everything, everything, everything, everything.","Tengo todo, todo, todo, todo, todo.",,,Magalys electrico
1813,00:15:04:10,00:15:07:03,And how could you weld if there is no power?,¿Y cómo podrías saltar si no hay corriente?,,,Magalys electrico
1814,00:15:07:03,00:15:11:16,There isn’t because my batteries have already arrived to their lifespan too.,No hay porque ya mis baterías llegaron también,,,Magalys electrico
1815,00:15:11:17,00:15:14:17,They no longer heat up during the cycle.,al ciclo ya no calientan.,,,Magalys electrico
